lead-essays.json.08-motor-versus-sail.paragraphs[31].attribution	Bernhard Bohnenberger, Discover Collection (Knight Frank Wealth Report 2026)
lead-essays.json.08-motor-versus-sail.paragraphs[39]	Two 2025 reference points illustrate segment health.
lead-essays.json.08-motor-versus-sail.paragraphs[39]	Edmiston and Nautor Swan announced an alloy sailing yacht range at the 2025 Palm Beach International Boat Show, designed by Malcolm McKeon Yacht Design (also responsible for the 83m Feadship Project Solent, on which Cecil Wright is acting as owner’s representative for summer 2027 delivery).
lead-essays.json.08-motor-versus-sail.paragraphs[39]	Tom Cruise commissioned a Swan 108 in February 2025, a 33m carbon-fibre racing-capable sailing yacht at Nautor Swan, Jakobstad, estimated above USD 30 million.
lead-essays.json.08-motor-versus-sail.paragraphs[40]	By May 2026, Palma International Boat Show added further evidence of segment differentiation.
lead-essays.json.08-motor-versus-sail.paragraphs[40]	Will Bishop of Superyacht Partners describes the performance sailing yacht market between 28 and 34 metres as trading strongly, often off-market, while the 35 to 45 metre band sits noticeably softer (Superyacht Investor, May 2026).
lead-essays.json.08-motor-versus-sail.paragraphs[40]	Southern Wind delivered SW108 Kalantis in February 2026 against an August 2024 contract; the yard reports its order book extending through 2028, the new owner is in his 30s, and the average ownership age across the three Southern Wind hulls at Palma sits in the late 40s.
lead-essays.json.08-motor-versus-sail.paragraphs[42].attribution	Georges Bourgoignie, Fraser, Palma May 2026 (Superyacht Investor)
lead-essays.json.08-motor-versus-sail.paragraphs[43]	Sailing yachts in the 25 to 45 metre band moved at median days on market of approximately 220 in 2025, against 277 for comparable motor yachts (Denison).
lead-essays.json.08-motor-versus-sail.paragraphs[44]	Stefan Zimmermann Zschocke, CEO of Oyster Yachts, on the Superyacht Investor London panel in April 2026, located the buyer-side instinct behind the sail demand at the top of the segment:
lead-essays.json.08-motor-versus-sail.paragraphs[45].attribution	Stefan Zimmermann Zschocke, CEO, Oyster Yachts (Superyacht Investor London, April 2026)
lead-essays.json.08-motor-versus-sail.paragraphs[55]	A buyer who wants a 35 metre sailing yacht in 2027 has a shorter list of credible options than a buyer looking for a 35 metre motor yacht.
lead-essays.json.09-decision-framework.paragraphs[0]	The UBS Global Family Office Report 2025 is the most comprehensive survey of how the world’s largest private wealth holders allocate capital.
lead-essays.json.09-decision-framework.paragraphs[4]	Capgemini’s World Wealth Report 2025 (29th edition) finds USD 83.5 trillion of wealth will be inherited by Gen X, millennials, and Gen Z by 2048.
lead-essays.json.09-decision-framework.paragraphs[6]	The Knight Frank Family Office Survey 2026 (drawn from more than 40 family offices in London, New York, Dubai, Singapore, Hong Kong) explicitly names superyachts in the portfolio architecture for the first time:
lead-essays.json.09-decision-framework.paragraphs[7].attribution	Knight Frank Family Office Survey 2026
lead-essays.json.09-decision-framework.paragraphs[8]	Family offices are now working to integrate yachts into the portfolio frame, although the tooling is still being built.
sections.json[0].datePublished	2026-05-01
sections.json[0].dateModified	2026-08-13
sections.json[1].title	Reading the market in 2026
sections.json[1].standfirst	Where the order book actually sits, who has capacity, and what that means for a buyer entering this year.
sections.json[1].seoTitle	Superyacht market 2026: order book, wealth growth, supply
sections.json[1].seoDescription	The 2026 order book, UHNW wealth growth and brokerage supply, read together.
sections.json[1].seoDescription	What the market is actually telling a first-time buyer this year.
sections.json[1].datePublished	2026-05-01
sections.json[1].dateModified	2026-09-09
sections.json[2].datePublished	2026-05-01
sections.json[2].dateModified	2026-08-13
sections.json[3].datePublished	2026-05-01
sections.json[3].dateModified	2026-09-09
sections.json[4].datePublished	2026-05-01
sections.json[4].dateModified	2026-08-13
sections.json[5].datePublished	2026-05-01
sections.json[5].dateModified	2026-09-09
sections.json[6].datePublished	2026-05-01
sections.json[6].dateModified	2026-09-09
sections.json[7].standfirst	Operating cost, environmental footprint, racing pedigree, and the case for sail in 2026.
sections.json[7].datePublished	2026-05-01
sections.json[7].dateModified	2026-08-13
sections.json[8].datePublished	2026-05-01
sections.json[8].dateModified	2026-08-13
